EDUCATIONAL ATTAINMENT__Population 25 years and over,"EDUCATIONAL ATTAINMENT__Some college, no degree",EMPLOYMENT STATUS__Females 16 years and over,EMPLOYMENT STATUS__Own children 6 to 17 years,EMPLOYMENT STATUS__Population 16 years and over,"GROSS RENT__$1,500 or more",GROSS RENT__$200 to $299,GROSS RENT__Median (dollars),"HOUSE HEATING FUEL__Bottled, tank, or LP gas",HOUSE HEATING FUEL__Utility gas,HOUSEHOLDS BY TYPE__Average family size,HOUSEHOLDS BY TYPE__Family households (families),HOUSEHOLDS BY TYPE__Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE__Total households,HOUSING TENURE__Owner-occupied,"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__$75,000 to $99,999",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Mean household income (dollars),"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median earnings for male full-time, year-round workers (dollars)",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median family income (dollars),INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median household income (dollars),"INDUSTRY__Finance and insurance, and real estate and rental and leasing",MORTGAGE STATUS__Housing units with a mortgage,MORTGAGE STATUS__Housing units without a mortgage,OCCUPANTS PER ROOM__1.00 or less,"OCCUPATION__Management, business, science, and arts occupations",OCCUPATION__Sales and office occupations,PLACE OF BIRTH__Native,RACE__One race__White,ROOMS__3 rooms,ROOMS__5 rooms,ROOMS__6 rooms,ROOMS__7 rooms,ROOMS__8 rooms,ROOMS__Median rooms,"SELECTED MONTHLY OWNER COSTS (SMOC)__$2,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)__$400 or more,SEX AND AGE__25 to 34 years,SEX AND AGE__45 to 54 years,SEX AND AGE__55 to 59 years,SEX AND AGE__Female,SEX AND AGE__Male,SEX AND AGE__Median age (years),"UNITS IN STRUCTURE__1-unit, detached",UNITS IN STRUCTURE__3 or 4 units,"VALUE__$1,000,000 or more","VALUE__$300,000 to $499,999",VEHICLES AVAILABLE__3 or more vehicles available,YEAR STRUCTURE BUILT__Built 1939 or earlier,YEAR STRUCTURE BUILT__Built 1950 to 1959,YEAR STRUCTURE BUILT__Built 2000 to 2004,YEAR STRUCTURE BUILT__Built 2005 or later,TOTAL KWH
1385,65,883,513,1930,0,16,639.0,43,645,4.14,558,126,688,212,0,38325.0,19330.0,28973.0,28548.0,71,185,27,580,100,342,1367,1173,28,211,147,15,0,4.5,52,13,537,256,4,1211,1478,25.3,172,395,9,0,63,631,43,0,0,5526465.0
2414,202,1470,996,3068,0,0,714.0,11,1052,4.08,992,153,1091,589,91,40999.0,19643.0,31939.0,36307.0,0,402,187,843,119,330,2233,3008,43,297,240,43,103,4.6,118,101,1024,252,235,2264,2195,26.4,389,246,0,42,169,948,176,0,0,6047451.0
2206,220,1674,909,3341,12,0,894.0,0,968,4.45,871,210,979,663,108,54456.0,27278.0,50444.0,49865.0,120,493,170,854,225,388,2180,1894,54,442,100,118,44,4.9,150,91,593,518,101,2267,2222,24.7,693,234,0,50,221,874,179,7,0,6916511.0
2206,220,1674,909,3341,12,0,894.0,0,968,4.45,871,210,979,663,108,54456.0,27278.0,50444.0,49865.0,120,493,170,854,225,388,2180,1894,54,442,100,118,44,4.9,150,91,593,518,101,2267,2222,24.7,693,234,0,50,221,874,179,7,0,6916511.0
1581,175,1090,514,2164,8,0,741.0,0,823,4.27,564,166,848,228,29,38346.0,21143.0,27105.0,28135.0,0,150,78,741,128,242,1489,1968,168,265,181,54,0,4.4,37,78,623,155,153,1630,1284,26.5,70,447,0,27,62,807,120,0,0,4075728.0
1581,175,1090,514,2164,8,0,741.0,0,823,4.27,564,166,848,228,29,38346.0,21143.0,27105.0,28135.0,0,150,78,741,128,242,1489,1968,168,265,181,54,0,4.4,37,78,623,155,153,1630,1284,26.5,70,447,0,27,62,807,120,0,0,4075728.0
1581,175,1090,514,2164,8,0,741.0,0,823,4.27,564,166,848,228,29,38346.0,21143.0,27105.0,28135.0,0,150,78,741,128,242,1489,1968,168,265,181,54,0,4.4,37,78,623,155,153,1630,1284,26.5,70,447,0,27,62,807,120,0,0,4075728.0
1559,83,1207,950,2217,0,0,801.0,0,832,4.29,732,52,832,284,67,45118.0,28954.0,39250.0,37875.0,28,197,87,652,75,176,1697,1391,27,307,223,27,9,4.8,12,87,348,340,137,1716,1670,22.8,147,318,0,39,106,577,0,28,0,4424801.0
900,130,527,90,1020,10,129,322.0,9,521,3.43,218,283,584,121,58,31286.0,29866.0,35776.0,16912.0,0,77,44,555,115,95,964,196,85,115,87,50,9,3.9,38,19,105,214,60,604,550,49.9,120,180,0,19,19,312,82,0,0,2412576.0
900,130,527,90,1020,10,129,322.0,9,521,3.43,218,283,584,121,58,31286.0,29866.0,35776.0,16912.0,0,77,44,555,115,95,964,196,85,115,87,50,9,3.9,38,19,105,214,60,604,550,49.9,120,180,0,19,19,312,82,0,0,2412576.0
2514,785,1841,835,3010,27,34,829.0,16,1574,3.26,1028,287,1777,270,142,39985.0,34697.0,35300.0,28608.0,155,183,87,1722,577,289,4296,78,244,367,411,187,59,4.4,60,74,601,432,272,2262,2034,28.8,19,426,0,70,24,1046,232,0,0,5973760.0
2258,539,1330,378,2516,24,68,724.0,0,1554,3.39,493,324,1785,273,130,30443.0,31382.0,39258.0,24082.0,136,184,89,1719,436,333,2823,24,479,256,369,52,100,3.8,53,56,596,511,155,1627,1505,37.8,51,325,0,8,24,1182,194,105,0,2779391.0
2258,539,1330,378,2516,24,68,724.0,0,1554,3.39,493,324,1785,273,130,30443.0,31382.0,39258.0,24082.0,136,184,89,1719,436,333,2823,24,479,256,369,52,100,3.8,53,56,596,511,155,1627,1505,37.8,51,325,0,8,24,1182,194,105,0,2779391.0
3096,1210,2117,824,3699,39,118,655.0,27,1810,3.01,1036,657,2477,404,127,43426.0,42411.0,37315.0,20738.0,204,286,118,2466,639,554,4717,124,569,582,243,43,71,4.0,141,106,384,915,125,2669,2165,39.7,315,450,0,72,75,1386,66,13,0,10912007.0
1331,354,1059,511,1628,10,24,888.0,0,847,3.33,557,183,873,215,34,37802.0,38526.0,24831.0,27471.0,67,142,73,864,185,349,2240,9,51,411,290,60,30,5.0,66,55,284,308,73,1443,807,32.6,79,314,0,53,41,716,91,30,44,2352498.0
1638,472,1186,612,2230,123,10,964.0,18,928,4.18,589,337,992,408,82,39294.0,49265.0,41250.0,32917.0,25,327,81,912,400,142,2674,32,124,299,324,140,117,5.2,76,51,159,509,154,1527,1432,35.0,370,388,0,17,83,698,239,32,58,4553888.0
2056,574,1544,608,2599,9,117,672.0,0,1412,3.32,692,254,1791,133,30,25785.0,41296.0,24783.0,20982.0,80,102,31,1742,277,394,3462,0,609,535,148,60,0,3.9,0,31,462,442,263,1964,1619,30.2,73,520,0,26,13,995,271,17,31,4144877.0
1056,328,720,215,1256,0,6,819.0,9,594,2.65,411,127,751,320,28,42066.0,43611.0,41311.0,31161.0,100,262,58,739,207,249,1511,28,39,248,90,96,105,5.0,85,49,198,406,102,877,667,45.1,272,203,0,150,46,481,117,0,18,3877183.0
1578,586,921,295,1938,0,9,785.0,64,1015,3.23,439,145,1260,286,70,36100.0,48894.0,22730.0,29457.0,131,231,55,1172,343,387,2338,40,487,155,225,32,22,3.7,80,0,416,316,172,1054,1332,34.1,70,200,0,90,54,810,75,0,0,1256171.0
1578,586,921,295,1938,0,9,785.0,64,1015,3.23,439,145,1260,286,70,36100.0,48894.0,22730.0,29457.0,131,231,55,1172,343,387,2338,40,487,155,225,32,22,3.7,80,0,416,316,172,1054,1332,34.1,70,200,0,90,54,810,75,0,0,1256171.0
1578,586,921,295,1938,0,9,785.0,64,1015,3.23,439,145,1260,286,70,36100.0,48894.0,22730.0,29457.0,131,231,55,1172,343,387,2338,40,487,155,225,32,22,3.7,80,0,416,316,172,1054,1332,34.1,70,200,0,90,54,810,75,0,0,1256171.0
1408,380,927,520,1611,39,9,904.0,9,772,3.34,551,186,835,366,23,49177.0,36429.0,36446.0,33185.0,62,313,53,826,297,189,2172,31,54,179,234,128,59,5.8,105,53,363,188,180,1182,998,33.6,293,200,8,129,69,426,168,0,0,3513552.0
930,218,746,191,1156,35,22,767.0,7,560,3.13,317,219,655,212,36,41582.0,25875.0,42708.0,28728.0,55,138,74,655,196,99,1419,0,207,155,115,38,22,4.4,32,68,250,155,73,896,532,34.4,183,165,0,31,26,352,142,0,0,2706412.0
1996,513,1185,371,2346,36,0,776.0,12,1097,3.1,777,383,1148,744,176,59981.0,60114.0,68073.0,47568.0,158,534,210,1090,501,280,2794,33,10,287,284,292,96,5.9,137,173,197,513,220,1410,1432,41.3,715,111,0,28,52,647,243,48,0,8127416.0
2008,510,1306,450,2420,24,11,838.0,18,1354,3.32,654,308,1417,134,129,33507.0,39915.0,28354.0,24622.0,46,95,39,1373,207,212,3042,16,256,534,532,90,28,4.8,44,28,360,481,319,1625,1504,37.7,106,930,0,11,0,746,575,50,0,4344074.0
1649,523,1570,872,2290,57,28,875.0,15,1200,3.34,805,213,1408,143,68,33166.0,48590.0,27716.0,21750.0,165,123,20,1306,251,404,3512,0,329,675,430,75,94,4.6,16,20,398,385,139,2183,1413,23.8,160,652,0,0,37,752,550,64,0,4496951.0
4480,997,3020,719,5082,89,45,739.0,27,2291,3.18,942,597,3215,504,220,32832.0,39113.0,30569.0,26250.0,278,400,104,3164,804,627,5909,77,1136,832,257,116,113,3.8,37,90,868,1168,445,3456,2643,42.3,282,353,0,13,19,1633,957,287,50,5898541.0
4480,997,3020,719,5082,89,45,739.0,27,2291,3.18,942,597,3215,504,220,32832.0,39113.0,30569.0,26250.0,278,400,104,3164,804,627,5909,77,1136,832,257,116,113,3.8,37,90,868,1168,445,3456,2643,42.3,282,353,0,13,19,1633,957,287,50,5898541.0
2010,500,1224,642,2320,0,28,746.0,24,1326,3.29,716,210,1479,500,81,39979.0,29830.0,34459.0,29865.0,67,341,159,1432,120,505,2978,286,319,349,524,75,129,5.0,17,53,497,604,147,1771,1610,31.8,330,462,0,39,22,938,99,0,5,239788.0
3519,1002,2215,627,4050,91,0,879.0,17,1897,3.11,1237,501,2013,764,137,49738.0,32273.0,45360.0,40916.0,80,433,331,1987,575,468,4740,42,217,832,571,237,55,5.1,112,271,612,875,375,2685,2147,42.6,587,658,0,67,103,1442,393,19,0,8583595.0
3519,1002,2215,627,4050,91,0,879.0,17,1897,3.11,1237,501,2013,764,137,49738.0,32273.0,45360.0,40916.0,80,433,331,1987,575,468,4740,42,217,832,571,237,55,5.1,112,271,612,875,375,2685,2147,42.6,587,658,0,67,103,1442,393,19,0,8583595.0
2425,512,1631,365,2775,57,100,828.0,21,1388,2.95,711,462,1765,637,152,48229.0,42445.0,63203.0,35663.0,83,567,70,1709,788,428,3182,104,682,415,300,94,15,4.0,172,70,494,496,240,1945,1415,39.8,69,359,0,113,82,788,237,9,0,2409506.0
2425,512,1631,365,2775,57,100,828.0,21,1388,2.95,711,462,1765,637,152,48229.0,42445.0,63203.0,35663.0,83,567,70,1709,788,428,3182,104,682,415,300,94,15,4.0,172,70,494,496,240,1945,1415,39.8,69,359,0,113,82,788,237,9,0,2409506.0
2425,512,1631,365,2775,57,100,828.0,21,1388,2.95,711,462,1765,637,152,48229.0,42445.0,63203.0,35663.0,83,567,70,1709,788,428,3182,104,682,415,300,94,15,4.0,172,70,494,496,240,1945,1415,39.8,69,359,0,113,82,788,237,9,0,2409506.0
2669,309,1733,208,3119,20,0,928.0,0,1620,3.06,627,119,1775,731,256,65812.0,49609.0,64875.0,53361.0,205,615,116,1702,1265,351,2490,2530,260,424,205,77,89,4.3,325,116,1061,454,166,1940,1482,33.9,250,317,17,145,17,1597,93,24,23,10965872.0
3687,334,1927,343,4035,78,24,928.0,20,1889,3.15,856,303,2137,556,295,73042.0,31538.0,85536.0,56369.0,337,403,153,2131,1561,681,2950,2656,359,488,385,93,63,4.3,298,153,1194,618,281,2035,2467,37.7,111,297,0,280,67,1830,107,63,60,11385136.0
4518,808,1994,487,5230,0,131,493.0,56,2275,3.24,942,378,2902,674,180,36608.0,39679.0,30263.0,17727.0,271,583,91,2586,865,544,3962,2177,492,448,122,49,44,2.6,354,63,1098,1215,380,2316,3651,39.4,13,218,0,243,44,2061,105,150,102,9442781.0
5497,670,2762,314,5973,94,114,706.0,43,2336,2.87,1137,862,3567,1299,247,50583.0,44519.0,56977.0,32189.0,323,1034,265,3399,1648,717,3714,3469,1395,308,187,111,40,3.2,312,148,1553,1023,389,3114,3546,41.6,68,137,0,247,32,1731,606,10,0,10972350.0
5497,670,2762,314,5973,94,114,706.0,43,2336,2.87,1137,862,3567,1299,247,50583.0,44519.0,56977.0,32189.0,323,1034,265,3399,1648,717,3714,3469,1395,308,187,111,40,3.2,312,148,1553,1023,389,3114,3546,41.6,68,137,0,247,32,1731,606,10,0,10972350.0
4300,434,2679,36,4755,141,0,1051.0,27,1782,2.34,772,647,3235,2160,413,81027.0,67413.0,102012.0,57460.0,458,1591,569,3235,2286,503,3882,3879,952,555,364,64,53,3.6,720,521,1286,544,446,2795,2154,41.8,29,99,51,591,125,1047,617,0,0,10762185.0
4300,434,2679,36,4755,141,0,1051.0,27,1782,2.34,772,647,3235,2160,413,81027.0,67413.0,102012.0,57460.0,458,1591,569,3235,2286,503,3882,3879,952,555,364,64,53,3.6,720,521,1286,544,446,2795,2154,41.8,29,99,51,591,125,1047,617,0,0,10762185.0
3484,408,1618,397,3970,130,105,569.0,11,1401,3.47,778,457,1773,222,119,39475.0,31652.0,19929.0,19317.0,56,222,0,1566,656,416,2253,1473,463,293,81,64,0,3.5,123,0,978,746,173,1910,2691,38.6,0,103,0,76,10,1004,136,213,61,4329243.0
3514,705,2083,380,4148,80,331,630.0,22,1829,3.11,902,256,2412,352,188,41529.0,27115.0,32254.0,26611.0,250,334,18,2204,896,594,3623,2126,549,269,155,59,0,3.1,113,0,1224,605,260,2397,2689,33.1,15,147,0,128,17,1440,239,24,35,5689731.0
5301,784,2498,360,5923,121,168,651.0,96,3112,3.16,1029,226,3687,1176,321,61215.0,46938.0,49712.0,45183.0,337,1088,88,3509,1966,840,5481,4141,479,613,439,164,48,3.8,619,88,2050,741,357,2908,4020,33.4,153,207,0,669,76,2566,390,173,52,12699677.0
1528,232,679,121,1595,75,6,737.0,27,826,2.82,384,48,986,397,131,78618.0,68533.0,115221.0,54333.0,105,382,15,978,761,278,1400,1595,158,203,54,43,26,4.0,243,15,594,156,82,774,1042,35.4,179,85,30,143,56,629,77,69,4,1936872.0
1825,378,941,100,2040,113,8,928.0,12,1167,2.71,435,90,1294,385,233,86035.0,62188.0,81972.0,61189.0,248,331,54,1294,774,479,1844,1638,285,144,211,45,58,4.1,225,54,666,395,148,1042,1257,35.4,147,114,26,134,9,800,132,31,51,5175442.0
5365,595,3028,266,6527,262,205,830.0,60,3259,2.68,1000,552,4339,1152,592,57560.0,60315.0,51047.0,40795.0,628,1097,55,4176,2217,956,5329,4706,997,593,264,237,42,3.6,675,41,2140,774,391,3347,3719,32.8,56,76,25,596,36,2437,302,162,147,17635301.0
2482,441,1025,223,2815,89,159,606.0,27,1479,2.73,381,102,1706,570,164,63638.0,51025.0,51806.0,41891.0,185,560,10,1667,1090,419,2168,1453,268,428,172,46,0,3.7,346,10,992,422,100,1119,1925,33.8,38,129,0,339,12,833,62,266,70,8914476.0
2482,441,1025,223,2815,89,159,606.0,27,1479,2.73,381,102,1706,570,164,63638.0,51025.0,51806.0,41891.0,185,560,10,1667,1090,419,2168,1453,268,428,172,46,0,3.7,346,10,992,422,100,1119,1925,33.8,38,129,0,339,12,833,62,266,70,8914476.0
2771,401,1586,685,3119,0,0,1080.0,0,1373,3.39,1124,423,1391,1372,215,156253.0,89186.0,127885.0,118352.0,263,1039,333,1382,1240,451,3943,2749,0,106,207,432,236,7.4,664,276,164,721,404,2067,2026,44.1,1450,0,18,731,394,806,263,0,9,66704.0
1807,556,1208,514,2134,21,0,1076.0,13,907,3.31,726,316,936,761,90,45461.0,34335.0,41848.0,34756.0,78,452,309,936,259,213,2688,6,7,303,406,93,110,5.8,58,220,346,495,168,1422,1280,38.5,967,0,0,6,72,58,344,7,0,7088240.0
3784,991,2680,950,4527,16,15,799.0,14,2122,3.21,1543,752,2373,934,88,43881.0,41908.0,36888.0,33646.0,67,510,424,2362,584,692,5883,49,203,864,646,277,196,5.2,67,267,822,801,388,3383,2601,34.6,1027,779,0,76,117,1234,683,63,0,11619139.0
2413,451,1539,507,2965,0,0,1096.0,0,976,3.51,919,480,1054,846,153,66503.0,38371.0,60329.0,53750.0,133,609,237,1039,292,416,3526,162,7,218,281,261,131,6.1,79,225,307,641,236,1926,1716,46.4,909,53,0,41,146,442,75,0,0,7535184.0
878,254,653,282,1122,33,0,885.0,2,425,4.06,327,146,427,246,0,41787.0,52765.0,32386.0,31795.0,35,150,96,427,65,202,1443,0,44,68,133,107,53,5.9,6,38,25,314,28,822,621,40.5,310,58,0,6,32,129,133,0,33,2715950.0
2649,748,1654,403,3002,13,0,945.0,0,1313,3.4,881,544,1399,1088,77,58009.0,48205.0,58914.0,44934.0,98,695,393,1356,504,360,3499,33,11,410,481,178,130,5.8,84,329,257,704,242,1889,1668,46.9,1162,10,8,121,185,312,439,0,11,9893477.0
3056,890,2105,738,3733,59,0,1289.0,0,1638,3.73,989,679,1647,1334,150,54243.0,49449.0,49112.0,43882.0,145,977,357,1647,447,484,4496,29,34,604,432,239,251,5.9,67,200,403,715,224,2522,2047,40.6,1594,47,9,55,117,343,548,22,0,12041747.0
2558,619,1876,460,2939,37,11,714.0,16,1237,3.73,858,713,1296,1053,301,57760.0,39492.0,69032.0,58750.0,137,591,462,1254,429,513,3700,6,0,348,281,299,120,6.2,93,341,273,488,173,2374,1351,44.3,1064,0,0,130,205,492,133,0,0,8882704.0
1305,306,857,412,1582,15,0,883.0,0,649,3.95,421,254,684,560,88,45138.0,41912.0,46771.0,43571.0,34,433,127,684,187,129,2021,9,0,191,229,293,58,6.3,31,94,227,166,161,1057,964,36.5,757,14,0,0,60,236,246,0,0,5642210.0
986,317,620,284,1188,61,12,895.0,0,494,3.78,307,182,549,167,33,45708.0,37054.0,61146.0,32950.0,46,156,11,513,155,154,1500,0,95,120,171,114,14,5.2,44,11,230,242,85,806,694,35.1,39,277,0,23,33,446,38,0,35,1562487.0
861,255,648,326,1079,45,9,854.0,35,538,3.29,367,123,600,151,17,38249.0,30491.0,23079.0,20781.0,0,121,30,600,113,218,1560,7,171,128,263,98,54,5.5,69,9,145,257,115,925,644,31.0,53,294,0,25,9,417,165,50,73,2175841.0
1229,249,864,340,1605,16,19,849.0,0,631,3.24,539,186,752,70,53,31093.0,34094.0,23965.0,22539.0,38,70,0,722,111,171,2059,9,85,266,314,68,27,5.1,7,0,212,279,140,1079,980,34.0,32,329,0,7,0,697,74,0,0,1896048.0
1005,300,837,387,1232,31,47,690.0,27,628,3.26,488,173,833,83,8,19528.0,30313.0,13906.0,13795.0,0,58,25,766,76,137,1996,0,136,255,74,22,0,4.1,0,16,337,155,91,1216,790,25.0,8,163,0,0,0,419,88,32,0,1874688.0
833,87,578,297,1084,18,12,930.0,0,467,3.49,367,74,494,123,26,27463.0,50694.0,21219.0,19868.0,25,83,40,494,66,72,1441,54,7,269,206,12,5,5.2,26,40,184,264,77,822,673,27.7,120,134,27,7,0,428,40,48,12,1486480.0
833,87,578,297,1084,18,12,930.0,0,467,3.49,367,74,494,123,26,27463.0,50694.0,21219.0,19868.0,25,83,40,494,66,72,1441,54,7,269,206,12,5,5.2,26,40,184,264,77,822,673,27.7,120,134,27,7,0,428,40,48,12,1486480.0
1126,181,822,384,1297,0,50,727.0,5,644,3.46,451,78,699,254,48,40606.0,44712.0,28250.0,35516.0,37,207,47,639,203,188,1801,48,137,354,190,23,21,4.9,58,15,399,272,70,1040,809,28.2,144,201,0,39,17,296,50,14,49,276702.0
1126,181,822,384,1297,0,50,727.0,5,644,3.46,451,78,699,254,48,40606.0,44712.0,28250.0,35516.0,37,207,47,639,203,188,1801,48,137,354,190,23,21,4.9,58,15,399,272,70,1040,809,28.2,144,201,0,39,17,296,50,14,49,276702.0
2548,379,1578,766,3067,28,0,909.0,0,1006,4.36,927,315,1069,930,136,60801.0,31635.0,61518.0,50313.0,90,653,277,990,194,409,2767,2413,35,406,292,113,40,5.4,125,223,607,444,163,2176,2071,32.3,950,0,0,90,132,199,311,28,16,6835773.0
2548,379,1578,766,3067,28,0,909.0,0,1006,4.36,927,315,1069,930,136,60801.0,31635.0,61518.0,50313.0,90,653,277,990,194,409,2767,2413,35,406,292,113,40,5.4,125,223,607,444,163,2176,2071,32.3,950,0,0,90,132,199,311,28,16,6835773.0
1427,196,789,395,1621,11,0,843.0,0,650,3.86,521,194,705,389,105,61699.0,38177.0,50213.0,44699.0,56,263,126,602,255,162,1348,863,63,229,153,42,17,4.8,90,77,391,217,50,1024,1340,30.6,458,156,0,96,46,38,263,55,52,11717443.0
4124,554,2490,978,4889,5,19,921.0,9,1769,3.96,1431,534,1911,1406,274,54453.0,30542.0,53460.0,48988.0,137,940,466,1803,576,642,4048,3827,88,642,410,177,149,5.4,316,224,1146,765,309,3387,3053,33.2,1231,179,0,212,200,181,850,18,10,13469923.0
2709,328,1882,937,3655,8,0,1147.0,0,1208,4.15,1135,198,1225,1057,295,60440.0,40278.0,55993.0,54932.0,151,892,165,1090,310,560,2979,2749,30,525,340,101,122,5.4,273,116,447,745,169,2352,2504,31.6,981,100,0,160,220,345,507,14,0,7515271.0
929,252,613,145,1113,26,0,1059.0,0,481,3.54,314,150,488,242,61,40965.0,29408.0,39773.0,36905.0,8,195,47,481,67,109,1362,54,30,163,221,110,12,5.8,19,47,202,165,8,726,646,37.1,201,60,0,16,20,475,52,0,15,1938698.0
944,112,666,272,1146,10,0,942.0,0,309,3.8,241,73,318,133,0,26179.0,25547.0,18011.0,21161.0,24,98,35,304,37,98,1537,53,0,224,262,27,17,5.4,0,35,182,255,50,900,665,34.6,121,130,0,16,0,504,54,0,0,4660345.0
2395,352,1600,437,3064,63,0,990.0,0,517,5.16,486,187,546,230,30,42900.0,35188.0,24839.0,31250.0,26,152,78,460,83,184,3604,153,0,77,195,180,38,6.5,34,64,435,576,158,1976,1682,36.9,320,120,0,0,51,545,10,0,0,2941040.0
955,197,635,195,1367,16,15,742.0,16,474,3.65,388,172,508,255,44,33398.0,26974.0,33750.0,26923.0,28,192,63,488,111,74,1575,0,0,329,119,58,68,5.4,0,25,158,274,102,759,816,35.6,352,0,0,0,0,481,18,0,44,2467021.0
890,310,672,499,1051,80,0,1158.0,0,388,4.64,304,157,398,164,48,38485.0,53866.0,29250.0,23269.0,0,89,75,338,53,56,1650,16,20,120,185,93,33,5.9,0,58,169,75,170,1070,627,27.5,286,89,0,0,8,354,34,49,0,2425637.0
1060,344,749,381,1363,0,0,963.0,0,537,3.92,406,127,573,230,31,42908.0,35222.0,34405.0,34345.0,43,136,94,538,73,228,1748,83,17,195,302,123,41,5.9,20,63,314,164,173,1031,800,30.1,444,57,0,11,96,602,33,0,23,3268731.0
1060,344,749,381,1363,0,0,963.0,0,537,3.92,406,127,573,230,31,42908.0,35222.0,34405.0,34345.0,43,136,94,538,73,228,1748,83,17,195,302,123,41,5.9,20,63,314,164,173,1031,800,30.1,444,57,0,11,96,602,33,0,23,3268731.0
794,257,494,259,1144,33,0,849.0,0,490,4.32,309,99,500,268,29,38575.0,27155.0,43125.0,32188.0,43,212,56,449,81,123,1534,0,28,209,158,52,44,5.3,43,34,136,284,73,696,838,27.7,269,142,9,0,38,476,92,26,2,1993891.0
711,177,547,322,943,0,0,888.0,0,305,3.55,343,76,403,135,17,38442.0,47400.0,35302.0,35761.0,8,93,42,350,42,125,1307,8,0,305,108,23,10,5.3,0,35,204,192,50,812,564,27.1,208,80,7,0,8,341,0,0,0,3068847.0
1584,509,1330,661,2231,42,0,849.0,8,764,4.71,603,189,776,297,101,41623.0,46343.0,26802.0,27475.0,0,207,90,647,166,384,3146,46,41,216,261,76,78,5.7,0,47,258,368,94,1686,1460,26.1,367,30,0,0,44,670,47,0,0,4049747.0
1044,223,645,165,1326,20,0,635.0,0,477,3.49,399,188,500,335,4,39748.0,33024.0,37049.0,35625.0,25,273,62,491,89,87,1577,66,0,163,124,134,58,6.1,4,45,193,201,18,826,797,37.1,466,0,0,0,41,526,11,14,0,3385354.0
2113,295,1365,624,2697,90,0,1051.0,8,851,4.38,711,271,897,434,53,38611.0,39792.0,26732.0,26875.0,55,270,164,847,154,214,3627,127,13,264,249,177,130,6.1,18,128,612,527,209,1799,1866,28.5,678,133,0,16,55,928,86,16,0,5808080.0
1475,392,1151,517,1898,46,7,829.0,7,784,4.14,552,315,880,281,55,29062.0,40000.0,32965.0,21750.0,13,155,126,837,105,88,2691,0,128,177,351,67,121,5.6,37,36,206,225,257,1547,1169,26.7,372,288,0,6,13,697,60,54,11,4066296.0
691,74,453,217,822,59,0,1115.0,0,336,3.94,237,145,369,157,18,32588.0,25893.0,21146.0,18218.0,52,97,60,346,64,95,1126,86,8,128,112,70,155,6.3,0,40,111,126,0,615,522,35.2,423,23,0,0,14,457,49,0,0,2661885.0
883,326,560,209,1035,0,0,775.0,0,359,4.36,243,112,370,243,42,41698.0,25516.0,42039.0,33864.0,8,183,60,347,82,152,1244,0,29,67,57,80,40,6.3,23,51,223,152,81,698,590,35.1,304,29,0,0,51,295,0,0,0,2654394.0
2425,709,1677,765,3058,65,0,1159.0,0,1140,4.08,932,451,1163,849,121,38772.0,22438.0,34886.0,31832.0,99,654,195,1134,238,369,4103,93,0,287,478,239,105,5.9,21,140,387,472,353,2088,2055,33.5,1163,33,0,0,89,537,273,0,21,8005125.0
1253,372,1219,706,1681,0,50,589.0,0,717,4.25,479,384,863,226,0,19386.0,50882.0,17039.0,13594.0,17,104,122,799,12,337,2444,0,147,258,193,99,57,4.9,16,55,228,245,127,1568,876,25.7,298,256,0,16,31,657,96,24,50,3605793.0
1253,372,1219,706,1681,0,50,589.0,0,717,4.25,479,384,863,226,0,19386.0,50882.0,17039.0,13594.0,17,104,122,799,12,337,2444,0,147,258,193,99,57,4.9,16,55,228,245,127,1568,876,25.7,298,256,0,16,31,657,96,24,50,3605793.0
620,80,501,139,851,0,90,395.0,0,537,3.18,238,214,669,71,14,17355.0,31304.0,9896.0,11464.0,25,39,32,597,14,183,1199,20,157,88,163,0,12,2.4,0,32,134,61,104,684,515,25.6,103,74,0,0,0,405,63,47,0,2282671.0
911,239,698,387,1176,38,54,672.0,0,486,3.92,330,189,541,142,24,28306.0,34209.0,25227.0,21776.0,10,111,31,522,112,139,1790,0,108,150,162,26,45,5.0,35,31,154,126,116,963,827,29.1,101,187,0,9,16,440,73,0,0,2692064.0
663,98,442,192,805,7,0,727.0,0,393,3.16,294,146,414,171,0,24303.0,38447.0,25667.0,17667.0,0,73,98,390,40,60,1092,7,7,174,96,40,24,5.0,41,91,56,271,63,591,501,45.1,43,84,0,26,7,403,56,21,0,2145442.0
1087,179,682,345,1289,20,0,1084.0,0,523,3.53,386,122,532,201,29,28110.0,21615.0,26458.0,21354.0,35,163,38,475,96,52,1566,0,37,233,202,79,0,5.1,28,38,241,308,161,794,772,37.5,112,211,0,64,0,604,92,0,0,2482129.0
1307,381,1255,727,2041,60,20,1055.0,0,872,3.83,708,158,872,331,91,35739.0,50719.0,24091.0,22727.0,36,226,105,759,171,214,3072,100,0,182,539,147,22,5.8,92,95,391,276,42,1763,1320,22.1,64,195,0,143,65,852,10,0,0,3617468.0
